vector_id,detected_faults,total_collapsed_faults,undetected_faults,fault_coverage_percent
868,920,994,74,92.5553319919517
869,920,994,74,92.5553319919517
870,920,994,74,92.5553319919517
871,920,994,74,92.5553319919517
872,920,994,74,92.5553319919517
873,920,994,74,92.5553319919517
874,920,994,74,92.5553319919517
875,920,994,74,92.5553319919517
876,920,994,74,92.5553319919517
877,920,994,74,92.5553319919517
878,920,994,74,92.5553319919517
879,920,994,74,92.5553319919517
880,920,994,74,92.5553319919517
881,920,994,74,92.5553319919517
882,920,994,74,92.5553319919517
883,920,994,74,92.5553319919517
884,920,994,74,92.5553319919517
885,920,994,74,92.5553319919517
886,920,994,74,92.5553319919517
887,920,994,74,92.5553319919517
888,920,994,74,92.5553319919517
889,920,994,74,92.5553319919517
890,920,994,74,92.5553319919517
891,920,994,74,92.5553319919517
892,920,994,74,92.5553319919517
893,920,994,74,92.5553319919517
894,920,994,74,92.5553319919517
895,920,994,74,92.5553319919517
896,920,994,74,92.5553319919517
897,920,994,74,92.5553319919517
898,920,994,74,92.5553319919517
899,920,994,74,92.5553319919517
900,920,994,74,92.5553319919517
901,920,994,74,92.5553319919517
902,920,994,74,92.5553319919517
903,920,994,74,92.5553319919517
904,920,994,74,92.5553319919517
905,920,994,74,92.5553319919517
906,920,994,74,92.5553319919517
907,920,994,74,92.5553319919517
908,920,994,74,92.5553319919517
909,920,994,74,92.5553319919517
910,920,994,74,92.5553319919517
911,920,994,74,92.5553319919517
912,920,994,74,92.5553319919517
913,920,994,74,92.5553319919517
914,920,994,74,92.5553319919517
915,920,994,74,92.5553319919517
916,920,994,74,92.5553319919517
917,920,994,74,92.5553319919517
918,920,994,74,92.5553319919517
919,920,994,74,92.5553319919517
920,920,994,74,92.5553319919517
921,920,994,74,92.5553319919517
922,920,994,74,92.5553319919517
923,920,994,74,92.5553319919517
924,920,994,74,92.5553319919517
925,920,994,74,92.5553319919517
926,920,994,74,92.5553319919517
927,920,994,74,92.5553319919517
928,920,994,74,92.5553319919517
929,920,994,74,92.5553319919517
930,920,994,74,92.5553319919517
931,920,994,74,92.5553319919517
932,920,994,74,92.5553319919517
933,920,994,74,92.5553319919517
934,920,994,74,92.5553319919517
935,920,994,74,92.5553319919517
936,920,994,74,92.5553319919517
937,920,994,74,92.5553319919517
938,920,994,74,92.5553319919517
939,920,994,74,92.5553319919517
940,920,994,74,92.5553319919517
941,920,994,74,92.5553319919517
942,920,994,74,92.5553319919517
943,920,994,74,92.5553319919517
944,920,994,74,92.5553319919517
945,920,994,74,92.5553319919517
946,920,994,74,92.5553319919517
947,922,994,72,92.75653923541248
948,922,994,72,92.75653923541248
949,922,994,72,92.75653923541248
950,922,994,72,92.75653923541248
951,922,994,72,92.75653923541248
952,922,994,72,92.75653923541248
953,922,994,72,92.75653923541248
954,922,994,72,92.75653923541248
955,922,994,72,92.75653923541248
956,922,994,72,92.75653923541248
957,922,994,72,92.75653923541248
958,922,994,72,92.75653923541248
959,922,994,72,92.75653923541248
960,922,994,72,92.75653923541248
961,922,994,72,92.75653923541248
962,922,994,72,92.75653923541248
963,922,994,72,92.75653923541248
964,922,994,72,92.75653923541248
965,922,994,72,92.75653923541248
966,922,994,72,92.75653923541248
967,922,994,72,92.75653923541248
968,922,994,72,92.75653923541248
969,922,994,72,92.75653923541248
970,922,994,72,92.75653923541248
971,922,994,72,92.75653923541248
972,922,994,72,92.75653923541248
973,922,994,72,92.75653923541248
974,922,994,72,92.75653923541248
975,922,994,72,92.75653923541248
976,922,994,72,92.75653923541248
977,922,994,72,92.75653923541248
978,922,994,72,92.75653923541248
979,922,994,72,92.75653923541248
980,922,994,72,92.75653923541248
981,922,994,72,92.75653923541248
982,922,994,72,92.75653923541248
983,922,994,72,92.75653923541248
984,922,994,72,92.75653923541248
985,922,994,72,92.75653923541248
986,922,994,72,92.75653923541248
987,922,994,72,92.75653923541248
988,922,994,72,92.75653923541248
989,922,994,72,92.75653923541248
990,922,994,72,92.75653923541248
991,922,994,72,92.75653923541248
992,922,994,72,92.75653923541248
993,922,994,72,92.75653923541248
994,922,994,72,92.75653923541248
995,922,994,72,92.75653923541248
996,922,994,72,92.75653923541248
997,922,994,72,92.75653923541248
998,922,994,72,92.75653923541248
999,922,994,72,92.75653923541248
1000,922,994,72,92.75653923541248
1001,922,994,72,92.75653923541248
1002,922,994,72,92.75653923541248
1003,922,994,72,92.75653923541248
1004,922,994,72,92.75653923541248
1005,922,994,72,92.75653923541248
1006,922,994,72,92.75653923541248
1007,922,994,72,92.75653923541248
1008,922,994,72,92.75653923541248
1009,922,994,72,92.75653923541248
1010,922,994,72,92.75653923541248
1011,922,994,72,92.75653923541248
1012,922,994,72,92.75653923541248
1013,922,994,72,92.75653923541248
1014,922,994,72,92.75653923541248
1015,922,994,72,92.75653923541248
1016,922,994,72,92.75653923541248
1017,922,994,72,92.75653923541248
1018,922,994,72,92.75653923541248
1019,922,994,72,92.75653923541248
1020,922,994,72,92.75653923541248
1021,922,994,72,92.75653923541248
1022,922,994,72,92.75653923541248
1023,922,994,72,92.75653923541248
1024,922,994,72,92.75653923541248
